Rank,Player,Club,Nationality,Points,Percent,Season,Winner,Winner Country,Winner Score,Finalist Score,Finalist,Finalist Country,Venue,Attendance,Meilleur Buteur,Pays buteur,Club buteur,buts
10,Klaus Allofs,Olympique Marseille,West Germany,6,0.0444,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
10,Glenn Hysén,Fiorentina,Sweden,6,0.0444,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
12,Manuel Amoros,AS Monaco,France,5,0.037,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
12,Lothar Matthäus,Bayern Munich,West Germany,5,0.037,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
14,Anton Polster,Torino,Austria,4,0.0296,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
14,Mark Hateley,AS Monaco,England,4,0.0296,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
14,Ian Rush,Juventus,Wales,4,0.0296,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
17,Paul McGrath,Manchester United,Ireland,3,0.0222,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
17,Jean Marie Pfaff,Bayern Munich,Belgium,3,0.0222,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
17,Pierre Littbarski,1. FC Köln,West Germany,3,0.0222,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
17,Alexander Zavarov,Dynamo Kyiv,Soviet Union,3,0.0222,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Rodion Camataru,Steaua Bucarest,Romania,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Preben Elkjar-Larsen,Verona,Denmark,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Gheorghe Hagi,Steaua Bucarest,Romania,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Heinz Hermann,Neuchâtel Xamax,Switzerland,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Ally McCoist,Glasgow Rangers,Scotland,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Joszef Mlynarczyk,FC Porto,Poland,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Peter Shilton,Derby County,England,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Peter Beardsley,Liverpool,England,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
21,Rinat Dassaev,Spartak Moscow,Soviet Union,2,0.0148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
30,Alessandro Altobelli,Internazionale,Italy,1,0.0074,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
30,Glenn Hoddle,AS Monaco,England,1,0.0074,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
30,Sokol Kushta,Flamurtari Vlorë,Albania,1,0.0074,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
30,Dimitris Saravakos,Panathinaikos,Greece,1,0.0074,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
30,Rudi Völler,Roma,West Germany,1,0.0074,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
1,Marco van Basten,Milan,Netherlands,129,0.9556,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
2,Ruud Gullit,Milan,Netherlands,88,0.6519,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
3,Frank Rijkaard,Milan,Netherlands,45,0.3333,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
4,Alexei Mikhailitchenko,Dynamo Kyiv,Soviet Union,41,0.3037,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
5,Ronald Koeman,PSV Eindhoven,Netherlands,39,0.2889,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
6,Lothar Matthäus,Bayern Munich,West Germany,10,0.0741,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
7,Gianluca Vialli,Sampdoria,Italy,7,0.0519,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
8,Alexander Zavarov,Juventus,Soviet Union,5,0.037,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
8,Jürgen Klinsmann,VfB Stuttgart,West Germany,5,0.037,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
8,Franco Baresi,Milan,Italy,5,0.037,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
11,Tanju Colak,Galatasaray,Turkey,4,0.0296,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
11,Oleg Kuznetsov,Dynamo Kyiv,Soviet Union,4,0.0296,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
13,Rinat Dassaev,Sevilla,Soviet Union,3,0.0222,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
13,Anatoli Demianenko,Dynamo Kyiv,Soviet Union,3,0.0222,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
13,Glenn Hysén,Fiorentina,Sweden,3,0.0222,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
13,Míchel del Campo,Real Madrid CF,Spain,3,0.0222,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
17,Flemming Povlsen,1. FC Köln,Denmark,2,0.0148,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
17,Michel Preud'homme,KV Mechelen,Belgium,2,0.0148,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
17,Walter Zenga,Internazionale,Italy,2,0.0148,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
20,Gheorghe Hagi,Steaua Bucarest,Romania,1,0.0074,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
20,Roberto Mancini,Sampdoria,Italy,1,0.0074,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
20,Dejan Savićević,Crvena Zvezda,Yugoslavia,1,0.0074,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
20,Neville Southall,Everton,Wales,1,0.0074,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
20,Dragan Stojković,Crvena Zvezda,Yugoslavia,1,0.0074,1988,PSV Eindhoven,Netherlands,0,0,Benfica,Portugal,"West Germany Neckarstadion, Stuttgart","68,000",Rui Águas,Portugal,Benfica,4
1,Marco van Basten,Milan,Netherlands,119,0.8815,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
2,Franco Baresi,Milan,Italy,80,0.5926,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
3,Frank Rijkaard,Milan,Netherlands,43,0.3185,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
4,Lothar Matthäus,Internazionale,West Germany,24,0.1778,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
5,Peter Shilton,Derby County,England,22,0.163,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
6,Dragan Stojković,Crvena Zvezda,Yugoslavia,19,0.1407,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
7,Ruud Gullit,Milan,Netherlands,16,0.1185,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
8,Gheorghe Hagi,Steaua Bucarest,Romania,11,0.0815,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
8,Jürgen Klinsmann,Internazionale,West Germany,11,0.0815,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
10,Michel Preud'homme,KV Mechelen,Belgium,10,0.0741,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
10,Jean Pierre Papin,Olympique Marseille,France,10,0.0741,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
12,Alexei Mikhailitchenko,Dynamo Kyiv,Soviet Union,6,0.0444,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
13,Míchel del Campo,Real Madrid CF,Spain,5,0.037,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
14,Andreas Brehme,Internazionale,West Germany,3,0.0222,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
14,Paulo Futre,Atlético Madrid,Portugal,3,0.0222,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
14,Karl-Heinz Riedle,Werder Bremen,West Germany,3,0.0222,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,John Barnes,Liverpool,England,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,Pat Bonner,Celtic,Ireland,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,Glenn Hysén,Liverpool,Sweden,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,Oleg Kuznetsov,Dynamo Kyiv,Soviet Union,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,Andreas Möller,Borussia Dortmund,West Germany,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
17,Julio Salinas,FC Barcelona,Spain,2,0.0148,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Thomas Hässler,1. FC Köln,West Germany,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Ronald Koeman,FC Barcelona,Netherlands,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Roby Langers,OGC Nice,Luxembourg,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Gary Lineker,Tottenham Hotspur,England,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Paolo Maldini,Milan,Italy,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Theo Snelders,Aberdeen,Netherlands,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Gianluca Vialli,Sampdoria,Italy,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
23,Alexander Zavarov,Juventus,Soviet Union,1,0.0074,1989,Milan,Italy,4,0,Steaua București,Romania,"Spain Camp Nou, Barcelona","97,000",Marco van Basten,Netherlands,AC Milan,10
1,Lothar Matthäus,Internazionale,Germany,137,0.9448,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
2,Salvatore Schillaci,Juventus,Italy,84,0.5793,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
3,Andreas Brehme,Internazionale,Germany,68,0.469,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
4,Paul Gascoigne,Tottenham Hotspur,England,43,0.2966,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
5,Franco Baresi,Milan,Italy,37,0.2552,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
6,Enzo Scifo,AJ Auxerre,Belgium,12,0.0828,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
6,Jürgen Klinsmann,Internazionale,Germany,12,0.0828,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
8,Roberto Baggio,Juventus,Italy,8,0.0552,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
9,Frank Rijkaard,Milan,Netherlands,7,0.0483,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
10,Guido Buchwald,VfB Stuttgart,Germany,6,0.0414,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
11,Jean Pierre Papin,Olympique Marseille,France,3,0.0207,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Rafael Martín Vásquez,Torino,Spain,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Paul McGrath,Aston Villa,Ireland,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Robert Prosinečki,Crvena Zvezda,Yugoslavia,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Des Walker,Nottingham Forest,England,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Walter Zenga,Internazionale,Italy,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
12,Dragan Stojković,Olympique Marseille,Yugoslavia,2,0.0138,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,John Barnes,Liverpool,England,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,Michael Laudrup,FC Barcelona,Denmark,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,Gary Lineker,Tottenham Hotspur,England,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,David Platt,Aston Villa,England,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,Rudi Völler,Roma,Germany,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
18,Chris Waddle,Olympique Marseille,England,1,0.0069,1990,Milan,Italy,1,0,Benfica,Portugal,"Austria Prater Stadium, Vienna","57,558",Jean-Pierre Papin,France,Olympic Marseille,6
1,Jean Pierre Papin,Olympique Marseille,France,141,0.9724,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
2,Dejan Savićević,Crvena Zvezda,Yugoslavia,42,0.2897,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
2,Darko Pančev,Crvena Zvezda,Yugoslavia,42,0.2897,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
2,Lothar Matthäus,Internazionale,Germany,42,0.2897,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
5,Robert Prosinečki,Crvena Zvezda,Yugoslavia,34,0.2345,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
6,Gary Lineker,Tottenham Hotspur,England,33,0.2276,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
7,Gianluca Vialli,Sampdoria,Italy,18,0.1241,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
8,Miodrag Belodedici,Crvena Zvezda,Romania,15,0.1034,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
9,Mark Hughes,Manchester United,Wales,12,0.0828,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
10,Chris Waddle,Olympique Marseille,England,11,0.0759,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
11,Michael Laudrup,FC Barcelona,Denmark,7,0.0483,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
12,Rudi Völler,Roma,Germany,5,0.0345,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
13,Aitor Beguiristain,FC Barcelona,Spain,3,0.0207,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
13,Bruno Martini,AJ Auxerre,France,3,0.0207,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
13,Paul McGrath,Aston Villa,Ireland,3,0.0207,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
13,Dean Saunders,Liverpool,Wales,3,0.0207,1991,Red Star Belgrade,Yugoslavia,0,0,Marseille,France,"Italy Stadio San Nicola, Bari","56,000",Jean-Pierre Papin,France,Olympic Marseille,6
